#,s,V vs. Ref.,V,V,bits
4287,4322.73,5.93E-01,5.93E-01,-3.40E-04,...........
4288,4323.73,5.93E-01,5.93E-01,-3.41E-04,...........
4289,4324.74,5.93E-01,5.93E-01,-3.39E-04,...........
4290,4325.75,5.93E-01,5.93E-01,-3.38E-04,...........
4291,4326.76,5.93E-01,5.93E-01,-3.36E-04,...........
4292,4327.77,5.93E-01,5.93E-01,-3.39E-04,...........
4293,4328.77,5.93E-01,5.93E-01,-3.32E-04,...........
4294,4329.78,5.93E-01,5.93E-01,-3.36E-04,...........
4295,4330.79,5.93E-01,5.93E-01,-3.36E-04,...........
4296,4331.8,5.93E-01,5.93E-01,-3.35E-04,...........
4297,4332.81,5.93E-01,5.93E-01,-3.39E-04,...........
4298,4333.82,5.93E-01,5.93E-01,-3.39E-04,...........
4299,4334.83,5.93E-01,5.93E-01,-3.40E-04,...........
4300,4335.83,5.93E-01,5.93E-01,-3.39E-04,...........
4301,4336.84,5.93E-01,5.93E-01,-3.39E-04,...........
4302,4337.85,5.93E-01,5.93E-01,-3.34E-04,...........
4303,4338.86,5.93E-01,5.93E-01,-3.41E-04,...........
4304,4339.87,5.93E-01,5.93E-01,-3.35E-04,...........
4305,4340.88,5.93E-01,5.93E-01,-3.41E-04,...........
4306,4341.88,5.93E-01,5.93E-01,-3.38E-04,...........
4307,4342.89,5.93E-01,5.93E-01,-3.40E-04,...........
4308,4343.9,5.93E-01,5.93E-01,-3.45E-04,...........
4309,4344.91,5.93E-01,5.93E-01,-3.42E-04,...........
4310,4345.92,5.93E-01,5.93E-01,-3.36E-04,...........
4311,4346.92,5.93E-01,5.93E-01,-3.38E-04,...........
4312,4347.93,5.93E-01,5.93E-01,-3.37E-04,...........
4313,4348.94,5.93E-01,5.93E-01,-3.33E-04,...........
4314,4349.95,5.93E-01,5.93E-01,-3.31E-04,...........
4315,4350.96,5.93E-01,5.93E-01,-3.40E-04,...........
4316,4351.97,5.93E-01,5.93E-01,-3.35E-04,...........
4317,4352.98,5.93E-01,5.93E-01,-3.33E-04,...........
4318,4353.98,5.93E-01,5.93E-01,-3.38E-04,...........
4319,4354.99,5.93E-01,5.93E-01,-3.38E-04,...........
4320,4356,5.93E-01,5.93E-01,-3.38E-04,...........
4321,4357.01,5.93E-01,5.93E-01,-3.37E-04,...........
4322,4358.02,5.93E-01,5.93E-01,-3.38E-04,...........
4323,4359.02,5.93E-01,5.93E-01,-3.34E-04,...........
4324,4360.03,5.93E-01,5.93E-01,-3.36E-04,...........
4325,4361.04,5.93E-01,5.93E-01,-3.34E-04,...........
4326,4362.05,5.93E-01,5.93E-01,-3.40E-04,...........
4327,4363.06,5.93E-01,5.93E-01,-3.31E-04,...........
4328,4364.07,5.93E-01,5.93E-01,-3.33E-04,...........
4329,4365.08,5.93E-01,5.93E-01,-3.39E-04,...........
4330,4366.08,5.93E-01,5.93E-01,-3.32E-04,...........
4331,4367.09,5.93E-01,5.93E-01,-3.32E-04,...........
4332,4368.1,5.93E-01,5.93E-01,-3.33E-04,...........
4333,4369.11,5.93E-01,5.93E-01,-3.38E-04,...........
4334,4370.12,5.93E-01,5.93E-01,-3.35E-04,...........
4335,4371.12,5.93E-01,5.93E-01,-3.30E-04,...........
4336,4372.13,5.93E-01,5.93E-01,-3.35E-04,...........
4337,4373.14,5.93E-01,5.93E-01,-3.37E-04,...........
4338,4374.15,5.93E-01,5.93E-01,-3.36E-04,...........
4339,4375.16,5.93E-01,5.93E-01,-3.37E-04,...........
4340,4376.17,5.93E-01,5.93E-01,-3.33E-04,...........
4341,4377.17,5.93E-01,5.93E-01,-3.34E-04,...........
4342,4378.18,5.93E-01,5.93E-01,-3.36E-04,...........
4343,4379.19,5.93E-01,5.93E-01,-3.37E-04,...........
4344,4380.2,5.93E-01,5.93E-01,-3.37E-04,...........
4345,4381.21,5.93E-01,5.93E-01,-3.36E-04,...........
4346,4382.22,5.93E-01,5.93E-01,-3.36E-04,...........
4347,4383.23,5.93E-01,5.93E-01,-3.34E-04,...........
4348,4384.23,5.93E-01,5.93E-01,-3.44E-04,...........
4349,4385.24,5.93E-01,5.93E-01,-3.40E-04,...........
4350,4386.25,5.93E-01,5.93E-01,-3.42E-04,...........
4351,4387.26,5.93E-01,5.93E-01,-3.42E-04,...........
4352,4388.27,5.93E-01,5.93E-01,-3.45E-04,...........
4353,4389.27,5.93E-01,5.93E-01,-3.42E-04,...........
4354,4390.28,5.93E-01,5.93E-01,-3.44E-04,...........
4355,4391.29,5.93E-01,5.93E-01,-3.43E-04,...........
4356,4392.3,5.93E-01,5.93E-01,-3.40E-04,...........
4357,4393.31,5.93E-01,5.93E-01,-3.34E-04,...........
4358,4394.32,5.93E-01,5.93E-01,-3.38E-04,...........
4359,4395.33,5.93E-01,5.93E-01,-3.35E-04,...........
4360,4396.33,5.93E-01,5.93E-01,-3.37E-04,...........
4361,4397.34,5.93E-01,5.93E-01,-3.33E-04,...........
4362,4398.35,5.93E-01,5.93E-01,-3.32E-04,...........
4363,4399.36,5.93E-01,5.93E-01,-3.35E-04,...........
4364,4400.37,5.93E-01,5.93E-01,-3.33E-04,...........
4365,4401.38,5.93E-01,5.93E-01,-3.32E-04,...........
4366,4402.38,5.93E-01,5.93E-01,-3.30E-04,...........
4367,4403.39,5.93E-01,5.93E-01,-3.38E-04,...........
4368,4404.4,5.93E-01,5.93E-01,-3.35E-04,...........
4369,4405.41,5.93E-01,5.93E-01,-3.39E-04,...........
4370,4406.42,5.93E-01,5.93E-01,-3.34E-04,...........
4371,4407.42,5.93E-01,5.93E-01,-3.36E-04,...........
4372,4408.43,5.93E-01,5.93E-01,-3.33E-04,...........
4373,4409.44,5.93E-01,5.93E-01,-3.32E-04,...........
4374,4410.45,5.93E-01,5.93E-01,-3.38E-04,...........
4375,4411.46,5.93E-01,5.93E-01,-3.41E-04,...........
4376,4412.47,5.93E-01,5.93E-01,-3.39E-04,...........
4377,4413.48,5.93E-01,5.93E-01,-3.34E-04,...........
4378,4414.48,5.93E-01,5.93E-01,-3.38E-04,...........
4379,4415.49,5.93E-01,5.93E-01,-3.39E-04,...........
4380,4416.5,5.93E-01,5.93E-01,-3.39E-04,...........
4381,4417.51,5.93E-01,5.93E-01,-3.33E-04,...........
4382,4418.52,5.93E-01,5.93E-01,-3.40E-04,...........
4383,4419.52,5.93E-01,5.93E-01,-3.44E-04,...........
4384,4420.53,5.93E-01,5.93E-01,-3.37E-04,...........
4385,4421.54,5.93E-01,5.93E-01,-3.41E-04,...........
4386,4422.55,5.93E-01,5.93E-01,-3.41E-04,...........
4387,4423.56,5.93E-01,5.93E-01,-3.42E-04,...........
4388,4424.57,5.93E-01,5.93E-01,-3.38E-04,...........
4389,4425.58,5.93E-01,5.93E-01,-3.36E-04,...........
4390,4426.58,5.93E-01,5.93E-01,-3.39E-04,...........
4391,4427.59,5.93E-01,5.93E-01,-3.40E-04,...........
4392,4428.6,5.93E-01,5.93E-01,-3.40E-04,...........
4393,4429.61,5.93E-01,5.93E-01,-3.34E-04,...........
4394,4430.62,5.93E-01,5.93E-01,-3.39E-04,...........
4395,4431.63,5.93E-01,5.93E-01,-3.37E-04,...........
4396,4432.63,5.93E-01,5.93E-01,-3.42E-04,...........
4397,4433.64,5.93E-01,5.93E-01,-3.45E-04,...........
4398,4434.65,5.93E-01,5.93E-01,-3.43E-04,...........
4399,4435.66,5.93E-01,5.93E-01,-3.42E-04,...........
4400,4436.67,5.93E-01,5.93E-01,-3.41E-04,...........
4401,4437.67,5.93E-01,5.93E-01,-3.38E-04,...........
4402,4438.68,5.93E-01,5.93E-01,-3.41E-04,...........
4403,4439.69,5.93E-01,5.93E-01,-3.39E-04,...........
4404,4440.7,5.93E-01,5.93E-01,-3.43E-04,...........
4405,4441.71,5.93E-01,5.93E-01,-3.42E-04,...........
4406,4442.72,5.93E-01,5.93E-01,-3.41E-04,...........
4407,4443.73,5.93E-01,5.93E-01,-3.41E-04,...........
4408,4444.73,5.93E-01,5.93E-01,-3.43E-04,...........
4409,4445.74,5.93E-01,5.93E-01,-3.46E-04,...........
4410,4446.75,5.93E-01,5.93E-01,-3.43E-04,...........
4411,4447.76,5.93E-01,5.93E-01,-3.42E-04,...........
4412,4448.77,5.93E-01,5.93E-01,-3.42E-04,...........
4413,4449.77,5.93E-01,5.93E-01,-3.47E-04,...........
4414,4450.78,5.93E-01,5.93E-01,-3.45E-04,...........
4415,4451.79,5.93E-01,5.93E-01,-3.46E-04,...........
4416,4452.8,5.93E-01,5.93E-01,-3.45E-04,...........
4417,4453.81,5.93E-01,5.93E-01,-3.47E-04,...........
4418,4454.82,5.93E-01,5.93E-01,-3.43E-04,...........
4419,4455.83,5.93E-01,5.93E-01,-3.43E-04,...........
4420,4456.83,5.93E-01,5.93E-01,-3.41E-04,...........
4421,4457.84,5.93E-01,5.93E-01,-3.44E-04,...........
4422,4458.85,5.93E-01,5.93E-01,-3.46E-04,...........
4423,4459.86,5.93E-01,5.93E-01,-3.44E-04,...........
4424,4460.87,5.93E-01,5.93E-01,-3.45E-04,...........
4425,4461.87,5.93E-01,5.93E-01,-3.37E-04,...........
4426,4462.88,5.93E-01,5.93E-01,-3.40E-04,...........
4427,4463.89,5.93E-01,5.93E-01,-3.35E-04,...........
4428,4464.9,5.93E-01,5.93E-01,-3.39E-04,...........
4429,4465.91,5.93E-01,5.93E-01,-3.40E-04,...........
4430,4466.92,5.93E-01,5.93E-01,-3.43E-04,...........
4431,4467.92,5.93E-01,5.93E-01,-3.47E-04,...........
4432,4468.93,5.93E-01,5.93E-01,-3.49E-04,...........
4433,4469.94,5.93E-01,5.93E-01,-3.40E-04,...........
4434,4470.95,5.93E-01,5.93E-01,-3.43E-04,...........
4435,4471.96,5.93E-01,5.93E-01,-3.44E-04,...........
4436,4472.97,5.93E-01,5.93E-01,-3.47E-04,...........
4437,4473.98,5.93E-01,5.93E-01,-3.41E-04,...........
4438,4474.98,5.93E-01,5.93E-01,-3.40E-04,...........
4439,4475.99,5.93E-01,5.93E-01,-3.37E-04,...........
4440,4477,5.93E-01,5.93E-01,-3.40E-04,...........
4441,4478.01,5.93E-01,5.93E-01,-3.43E-04,...........
4442,4479.02,5.93E-01,5.93E-01,-3.44E-04,...........
4443,4480.02,5.93E-01,5.93E-01,-3.47E-04,...........
4444,4481.03,5.93E-01,5.93E-01,-3.44E-04,...........
4445,4482.04,5.93E-01,5.93E-01,-3.42E-04,...........
4446,4483.05,5.93E-01,5.93E-01,-3.39E-04,...........
4447,4484.06,5.93E-01,5.93E-01,-3.38E-04,...........
4448,4485.07,5.93E-01,5.93E-01,-3.41E-04,...........
4449,4486.08,5.93E-01,5.93E-01,-3.44E-04,...........
4450,4487.08,5.93E-01,5.93E-01,-3.43E-04,...........
4451,4488.09,5.93E-01,5.93E-01,-3.41E-04,...........
4452,4489.1,5.93E-01,5.93E-01,-3.40E-04,...........
4453,4490.11,5.93E-01,5.93E-01,-3.41E-04,...........
4454,4491.12,5.93E-01,5.93E-01,-3.40E-04,...........
4455,4492.13,5.93E-01,5.93E-01,-3.40E-04,...........
4456,4493.13,5.93E-01,5.93E-01,-3.40E-04,...........
4457,4494.14,5.93E-01,5.93E-01,-3.43E-04,...........
4458,4495.15,5.93E-01,5.93E-01,-3.40E-04,...........
4459,4496.16,5.93E-01,5.93E-01,-3.40E-04,...........
4460,4497.17,5.93E-01,5.93E-01,-3.39E-04,...........
4461,4498.17,5.93E-01,5.93E-01,-3.47E-04,...........
4462,4499.18,5.93E-01,5.93E-01,-3.43E-04,...........
4463,4500.19,5.93E-01,5.93E-01,-3.45E-04,...........
4464,4501.2,5.93E-01,5.93E-01,-3.42E-04,...........
4465,4502.21,5.93E-01,5.93E-01,-3.41E-04,...........
4466,4503.22,5.93E-01,5.93E-01,-3.43E-04,...........
4467,4504.23,5.93E-01,5.93E-01,-3.41E-04,...........
4468,4505.23,5.93E-01,5.93E-01,-3.45E-04,...........
4469,4506.24,5.93E-01,5.93E-01,-3.45E-04,...........
4470,4507.25,5.93E-01,5.93E-01,-3.44E-04,...........
4471,4508.26,5.93E-01,5.93E-01,-3.46E-04,...........
4472,4509.27,5.93E-01,5.93E-01,-3.41E-04,...........
4473,4510.27,5.93E-01,5.93E-01,-3.37E-04,...........
4474,4511.28,5.93E-01,5.93E-01,-3.42E-04,...........
4475,4512.29,5.93E-01,5.93E-01,-3.39E-04,...........
4476,4513.3,5.93E-01,5.93E-01,-3.41E-04,...........
4477,4514.31,5.93E-01,5.93E-01,-3.40E-04,...........
4478,4515.32,5.93E-01,5.93E-01,-3.44E-04,...........
4479,4516.33,5.93E-01,5.93E-01,-3.45E-04,...........
4480,4517.33,5.93E-01,5.93E-01,-3.43E-04,...........
4481,4518.34,5.93E-01,5.93E-01,-3.44E-04,...........
4482,4519.35,5.93E-01,5.93E-01,-3.44E-04,...........
4483,4520.36,5.93E-01,5.93E-01,-3.48E-04,...........
4484,4521.37,5.93E-01,5.93E-01,-3.36E-04,...........
4485,4522.38,5.93E-01,5.93E-01,-3.37E-04,...........
4486,4523.38,5.93E-01,5.93E-01,-3.43E-04,...........
4487,4524.39,5.93E-01,5.93E-01,-3.45E-04,...........
4488,4525.4,5.93E-01,5.93E-01,-3.39E-04,...........
4489,4526.41,5.93E-01,5.93E-01,-3.43E-04,...........
4490,4527.42,5.93E-01,5.93E-01,-3.40E-04,...........
4491,4528.42,5.93E-01,5.93E-01,-3.40E-04,...........
4492,4529.43,5.93E-01,5.93E-01,-3.41E-04,...........
4493,4530.44,5.93E-01,5.93E-01,-3.39E-04,...........
4494,4531.45,5.93E-01,5.93E-01,-3.43E-04,...........
4495,4532.46,5.93E-01,5.93E-01,-3.44E-04,...........
4496,4533.47,5.93E-01,5.93E-01,-3.39E-04,...........
4497,4534.48,5.93E-01,5.93E-01,-3.40E-04,...........
4498,4535.48,5.93E-01,5.93E-01,-3.41E-04,...........
4499,4536.49,5.93E-01,5.93E-01,-3.41E-04,...........
4500,4537.5,5.93E-01,5.93E-01,-3.38E-04,...........
4501,4538.51,5.93E-01,5.92E-01,-3.40E-04,...........
4502,4539.52,5.93E-01,5.92E-01,-3.46E-04,...........
4503,4540.52,5.92E-01,5.92E-01,-3.42E-04,...........
4504,4541.53,5.92E-01,5.92E-01,-3.44E-04,...........
4505,4542.54,5.92E-01,5.92E-01,-3.43E-04,...........
4506,4543.55,5.92E-01,5.92E-01,-3.47E-04,...........
4507,4544.56,5.92E-01,5.92E-01,-3.42E-04,...........
4508,4545.57,5.92E-01,5.91E-01,-3.42E-04,...........
4509,4546.58,5.92E-01,5.91E-01,-3.41E-04,...........
4510,4547.58,5.92E-01,5.91E-01,-3.39E-04,...........
4511,4548.59,5.91E-01,5.91E-01,-3.41E-04,...........
4512,4549.6,5.91E-01,5.91E-01,-3.46E-04,...........
4513,4550.61,5.91E-01,5.91E-01,-3.45E-04,...........
4514,4551.62,5.91E-01,5.91E-01,-3.45E-04,...........
4515,4552.62,5.91E-01,5.91E-01,-3.42E-04,...........
4516,4553.63,5.91E-01,5.91E-01,-3.45E-04,...........
4517,4554.64,5.91E-01,5.91E-01,-3.47E-04,...........
4518,4555.65,5.91E-01,5.91E-01,-3.53E-04,...........
4519,4556.66,5.91E-01,5.91E-01,-3.45E-04,...........
4520,4557.67,5.91E-01,5.90E-01,-3.44E-04,...........
4521,4558.67,5.91E-01,5.90E-01,-3.43E-04,...........
4522,4559.68,5.91E-01,5.90E-01,-3.44E-04,...........
4523,4560.69,5.90E-01,5.90E-01,-3.42E-04,...........
4524,4561.7,5.90E-01,5.90E-01,-3.44E-04,...........
4525,4562.71,5.90E-01,5.90E-01,-3.44E-04,...........
4526,4563.72,5.90E-01,5.90E-01,-3.42E-04,...........
4527,4564.73,5.90E-01,5.90E-01,-3.45E-04,...........
4528,4565.73,5.90E-01,5.90E-01,-3.43E-04,...........
4529,4566.74,5.90E-01,5.90E-01,-3.44E-04,...........
4530,4567.75,5.90E-01,5.90E-01,-3.40E-04,...........
4531,4568.76,5.90E-01,5.90E-01,-3.44E-04,...........
4532,4569.77,5.90E-01,5.90E-01,-3.42E-04,...........
4533,4570.77,5.90E-01,5.90E-01,-3.44E-04,...........
4534,4571.78,5.90E-01,5.90E-01,-3.42E-04,...........
4535,4572.79,5.90E-01,5.90E-01,-3.50E-04,...........
4536,4573.8,5.90E-01,5.89E-01,-3.44E-04,...........
4537,4574.81,5.90E-01,5.89E-01,-3.44E-04,...........
4538,4575.82,5.90E-01,5.89E-01,-3.42E-04,...........
4539,4576.83,5.89E-01,5.89E-01,-3.39E-04,...........
4540,4577.83,5.89E-01,5.89E-01,-3.45E-04,...........
4541,4578.84,5.89E-01,5.89E-01,-3.41E-04,...........
4542,4579.85,5.89E-01,5.89E-01,-3.41E-04,...........
4543,4580.86,5.89E-01,5.89E-01,-3.44E-04,...........
4544,4581.87,5.89E-01,5.89E-01,-3.43E-04,...........
4545,4582.88,5.89E-01,5.89E-01,-3.40E-04,...........
4546,4583.88,5.89E-01,5.89E-01,-3.42E-04,...........
4547,4584.89,5.89E-01,5.89E-01,-3.37E-04,...........
4548,4585.9,5.89E-01,5.89E-01,-3.39E-04,...........
4549,4586.91,5.89E-01,5.89E-01,-3.41E-04,...........
4550,4587.92,5.89E-01,5.89E-01,-3.43E-04,...........
4551,4588.92,5.89E-01,5.89E-01,-3.41E-04,...........
4552,4589.93,5.89E-01,5.89E-01,-3.43E-04,...........
4553,4590.94,5.89E-01,5.89E-01,-3.40E-04,...........
4554,4591.95,5.89E-01,5.89E-01,-3.43E-04,...........
4555,4592.96,5.89E-01,5.89E-01,-3.47E-04,...........
4556,4593.97,5.89E-01,5.89E-01,-3.46E-04,...........
4557,4594.98,5.89E-01,5.89E-01,-3.43E-04,...........
4558,4595.98,5.89E-01,5.89E-01,-3.47E-04,...........
4559,4596.99,5.89E-01,5.88E-01,-3.48E-04,...........
4560,4598,5.89E-01,5.88E-01,-3.44E-04,...........
4561,4599.01,5.89E-01,5.88E-01,-3.48E-04,...........
4562,4600.02,5.88E-01,5.88E-01,-3.50E-04,...........
4563,4601.02,5.88E-01,5.88E-01,-3.46E-04,...........
4564,4602.03,5.88E-01,5.88E-01,-3.46E-04,...........
4565,4603.04,5.88E-01,5.88E-01,-3.52E-04,...........
4566,4604.05,5.88E-01,5.88E-01,-3.53E-04,...........
4567,4605.06,5.88E-01,5.88E-01,-3.46E-04,...........
4568,4606.07,5.88E-01,5.88E-01,-3.52E-04,...........
4569,4607.08,5.88E-01,5.88E-01,-3.47E-04,...........
4570,4608.08,5.88E-01,5.88E-01,-3.46E-04,...........
4571,4609.09,5.88E-01,5.88E-01,-3.48E-04,...........
4572,4610.1,5.88E-01,5.88E-01,-3.45E-04,...........
4573,4611.11,5.88E-01,5.88E-01,-3.46E-04,...........
4574,4612.12,5.88E-01,5.88E-01,-3.42E-04,...........
4575,4613.13,5.88E-01,5.88E-01,-3.45E-04,...........
4576,4614.13,5.88E-01,5.88E-01,-3.47E-04,...........
4577,4615.14,5.88E-01,5.88E-01,-3.47E-04,...........
4578,4616.15,5.88E-01,5.88E-01,-3.44E-04,...........
4579,4617.16,5.88E-01,5.88E-01,-3.46E-04,...........
4580,4618.17,5.88E-01,5.88E-01,-3.46E-04,...........
4581,4619.17,5.88E-01,5.88E-01,-3.48E-04,...........
4582,4620.18,5.88E-01,5.88E-01,-3.46E-04,...........
4583,4621.19,5.88E-01,5.88E-01,-3.48E-04,...........
4584,4622.2,5.88E-01,5.88E-01,-3.44E-04,...........
4585,4623.21,5.88E-01,5.88E-01,-3.47E-04,...........
4586,4624.22,5.88E-01,5.88E-01,-3.39E-04,...........
4587,4625.23,5.88E-01,5.88E-01,-3.41E-04,...........
4588,4626.23,5.88E-01,5.88E-01,-3.44E-04,...........
4589,4627.24,5.88E-01,5.88E-01,-3.47E-04,...........
4590,4628.25,5.88E-01,5.88E-01,-3.42E-04,...........
4591,4629.26,5.88E-01,5.88E-01,-3.46E-04,...........
4592,4630.27,5.88E-01,5.88E-01,-3.44E-04,...........
4593,4631.27,5.88E-01,5.88E-01,-3.42E-04,...........
4594,4632.28,5.88E-01,5.88E-01,-3.48E-04,...........
4595,4633.29,5.88E-01,5.88E-01,-3.48E-04,...........
4596,4634.3,5.88E-01,5.87E-01,-3.44E-04,...........
4597,4635.31,5.88E-01,5.87E-01,-3.41E-04,...........
4598,4636.32,5.88E-01,5.87E-01,-3.37E-04,...........
4599,4637.33,5.87E-01,5.87E-01,-3.36E-04,...........
4600,4638.33,5.87E-01,5.87E-01,-3.39E-04,...........
4601,4639.34,5.87E-01,5.87E-01,-3.34E-04,...........
4602,4640.35,5.87E-01,5.87E-01,-3.36E-04,...........
4603,4641.36,5.87E-01,5.87E-01,-3.43E-04,...........
4604,4642.37,5.87E-01,5.87E-01,-3.41E-04,...........
4605,4643.38,5.87E-01,5.87E-01,-3.43E-04,...........
4606,4644.38,5.87E-01,5.87E-01,-3.46E-04,...........
4607,4645.39,5.87E-01,5.87E-01,-3.44E-04,...........
4608,4646.4,5.87E-01,5.87E-01,-3.48E-04,...........
4609,4647.41,5.87E-01,5.87E-01,-3.44E-04,...........
4610,4648.42,5.87E-01,5.87E-01,-3.46E-04,...........
4611,4649.42,5.87E-01,5.87E-01,-3.41E-04,...........
4612,4650.43,5.87E-01,5.87E-01,-3.40E-04,...........
4613,4651.44,5.87E-01,5.87E-01,-3.40E-04,...........
4614,4652.45,5.87E-01,5.87E-01,-3.41E-04,...........
4615,4653.46,5.87E-01,5.87E-01,-3.43E-04,...........
4616,4654.47,5.87E-01,5.87E-01,-3.42E-04,...........
4617,4655.48,5.87E-01,5.87E-01,-3.38E-04,...........
4618,4656.48,5.87E-01,5.87E-01,-3.36E-04,...........
4619,4657.49,5.87E-01,5.87E-01,-3.43E-04,...........
4620,4658.5,5.87E-01,5.87E-01,-3.45E-04,...........
4621,4659.51,5.87E-01,5.87E-01,-3.44E-04,...........
4622,4660.52,5.87E-01,5.87E-01,-3.38E-04,...........
4623,4661.52,5.87E-01,5.87E-01,-3.40E-04,...........
4624,4662.53,5.87E-01,5.87E-01,-3.41E-04,...........
4625,4663.54,5.87E-01,5.87E-01,-3.45E-04,...........
4626,4664.55,5.87E-01,5.87E-01,-3.43E-04,...........
4627,4665.56,5.87E-01,5.87E-01,-3.43E-04,...........
4628,4666.57,5.87E-01,5.87E-01,-3.46E-04,...........
4629,4667.58,5.87E-01,5.87E-01,-3.44E-04,...........
4630,4668.58,5.87E-01,5.87E-01,-3.45E-04,...........
4631,4669.59,5.87E-01,5.87E-01,-3.40E-04,...........
4632,4670.6,5.87E-01,5.87E-01,-3.40E-04,...........
4633,4671.61,5.87E-01,5.87E-01,-3.38E-04,...........
4634,4672.62,5.87E-01,5.87E-01,-3.38E-04,...........
4635,4673.63,5.87E-01,5.87E-01,-3.40E-04,...........
4636,4674.63,5.87E-01,5.87E-01,-3.41E-04,...........
4637,4675.64,5.87E-01,5.87E-01,-3.43E-04,...........
4638,4676.65,5.87E-01,5.87E-01,-3.40E-04,...........
4639,4677.66,5.87E-01,5.87E-01,-3.41E-04,...........
4640,4678.67,5.87E-01,5.87E-01,-3.40E-04,...........
4641,4679.67,5.87E-01,5.87E-01,-3.35E-04,...........
4642,4680.68,5.87E-01,5.87E-01,-3.39E-04,...........
4643,4681.69,5.87E-01,5.87E-01,-3.43E-04,...........
4644,4682.7,5.87E-01,5.87E-01,-3.41E-04,...........
4645,4683.71,5.87E-01,5.87E-01,-3.44E-04,...........
4646,4684.72,5.87E-01,5.87E-01,-3.44E-04,...........
4647,4685.73,5.87E-01,5.87E-01,-3.42E-04,...........
4648,4686.73,5.87E-01,5.87E-01,-3.43E-04,...........
4649,4687.74,5.87E-01,5.87E-01,-3.40E-04,...........
4650,4688.75,5.87E-01,5.87E-01,-3.40E-04,...........
4651,4689.76,5.87E-01,5.87E-01,-3.41E-04,...........
4652,4690.77,5.87E-01,5.87E-01,-3.40E-04,...........
4653,4691.77,5.87E-01,5.87E-01,-3.38E-04,...........
4654,4692.78,5.87E-01,5.87E-01,-3.41E-04,...........
4655,4693.79,5.87E-01,5.87E-01,-3.41E-04,...........
4656,4694.8,5.87E-01,5.87E-01,-3.41E-04,...........
4657,4695.81,5.87E-01,5.87E-01,-3.37E-04,...........
4658,4696.82,5.87E-01,5.87E-01,-3.44E-04,...........
4659,4697.83,5.87E-01,5.87E-01,-3.47E-04,...........
4660,4698.83,5.87E-01,5.87E-01,-3.41E-04,...........
4661,4699.84,5.87E-01,5.87E-01,-3.45E-04,...........
4662,4700.85,5.87E-01,5.87E-01,-3.40E-04,...........
4663,4701.86,5.87E-01,5.87E-01,-3.43E-04,...........
4664,4702.87,5.87E-01,5.87E-01,-3.44E-04,...........
4665,4703.88,5.87E-01,5.87E-01,-3.39E-04,...........
4666,4704.88,5.87E-01,5.87E-01,-3.41E-04,...........
4667,4705.89,5.87E-01,5.87E-01,-3.39E-04,...........
4668,4706.9,5.87E-01,5.86E-01,-3.43E-04,...........
4669,4707.91,5.87E-01,5.86E-01,-3.43E-04,...........
4670,4708.92,5.87E-01,5.86E-01,-3.43E-04,...........
4671,4709.92,5.86E-01,5.86E-01,-3.43E-04,...........
4672,4710.93,5.86E-01,5.86E-01,-3.40E-04,...........
4673,4711.94,5.86E-01,5.86E-01,-3.41E-04,...........
4674,4712.95,5.86E-01,5.86E-01,-3.40E-04,...........
4675,4713.96,5.86E-01,5.86E-01,-3.43E-04,...........
4676,4714.97,5.86E-01,5.86E-01,-3.39E-04,...........
4677,4715.98,5.86E-01,5.86E-01,-3.47E-04,...........
4678,4716.98,5.86E-01,5.86E-01,-3.42E-04,...........
4679,4717.99,5.86E-01,5.86E-01,-3.45E-04,...........
4680,4719,5.86E-01,5.86E-01,-3.44E-04,...........
4681,4720.01,5.86E-01,5.86E-01,-3.46E-04,...........
4682,4721.02,5.86E-01,5.86E-01,-3.45E-04,...........
4683,4722.02,5.86E-01,5.86E-01,-3.43E-04,...........
4684,4723.03,5.86E-01,5.86E-01,-3.49E-04,...........
4685,4724.04,5.86E-01,5.86E-01,-3.45E-04,...........
4686,4725.05,5.86E-01,5.86E-01,-3.44E-04,...........
4687,4726.06,5.86E-01,5.86E-01,-3.45E-04,...........
4688,4727.07,5.86E-01,5.86E-01,-3.46E-04,...........
4689,4728.08,5.86E-01,5.86E-01,-3.49E-04,...........
4690,4729.08,5.86E-01,5.86E-01,-3.48E-04,...........
4691,4730.09,5.86E-01,5.86E-01,-3.45E-04,...........
4692,4731.1,5.86E-01,5.86E-01,-3.48E-04,...........
4693,4732.11,5.86E-01,5.86E-01,-3.46E-04,...........
4694,4733.12,5.86E-01,5.86E-01,-3.48E-04,...........
4695,4734.13,5.86E-01,5.86E-01,-3.46E-04,...........
4696,4735.13,5.86E-01,5.86E-01,-3.46E-04,...........
4697,4736.14,5.86E-01,5.86E-01,-3.42E-04,...........
4698,4737.15,5.86E-01,5.86E-01,-3.47E-04,...........
4699,4738.16,5.86E-01,5.86E-01,-3.48E-04,...........
4700,4739.17,5.86E-01,5.86E-01,-3.40E-04,...........
4701,4740.17,5.86E-01,5.86E-01,-3.42E-04,...........
4702,4741.18,5.86E-01,5.86E-01,-3.42E-04,...........
4703,4742.19,5.86E-01,5.86E-01,-3.43E-04,...........
4704,4743.2,5.86E-01,5.86E-01,-3.40E-04,...........
4705,4744.21,5.86E-01,5.86E-01,-3.44E-04,...........
4706,4745.22,5.86E-01,5.86E-01,-3.40E-04,...........
4707,4746.23,5.86E-01,5.86E-01,-3.41E-04,...........
4708,4747.23,5.86E-01,5.86E-01,-3.43E-04,...........
4709,4748.24,5.86E-01,5.86E-01,-3.46E-04,...........
