#,s,V vs. Ref.,V,V,bits
65305,65849.2,4.80E-01,4.80E-01,-3.47E-04,...........
65306,65850.2,4.80E-01,4.80E-01,-3.46E-04,...........
65307,65851.2,4.80E-01,4.80E-01,-3.47E-04,...........
65308,65852.2,4.80E-01,4.80E-01,-3.44E-04,...........
65309,65853.2,4.80E-01,4.80E-01,-3.45E-04,...........
65310,65854.3,4.80E-01,4.80E-01,-3.50E-04,...........
65311,65855.3,4.80E-01,4.80E-01,-3.48E-04,...........
65312,65856.3,4.80E-01,4.80E-01,-3.51E-04,...........
65313,65857.3,4.80E-01,4.80E-01,-3.52E-04,...........
65314,65858.3,4.80E-01,4.80E-01,-3.50E-04,...........
65315,65859.3,4.80E-01,4.80E-01,-3.52E-04,...........
65316,65860.3,4.80E-01,4.80E-01,-3.49E-04,...........
65317,65861.3,4.80E-01,4.80E-01,-3.50E-04,...........
65318,65862.3,4.80E-01,4.80E-01,-3.48E-04,...........
65319,65863.3,4.80E-01,4.80E-01,-3.49E-04,...........
65320,65864.3,4.80E-01,4.80E-01,-3.50E-04,...........
65321,65865.3,4.80E-01,4.80E-01,-3.43E-04,...........
65322,65866.4,4.80E-01,4.80E-01,-3.44E-04,...........
65323,65867.4,4.80E-01,4.80E-01,-3.48E-04,...........
65324,65868.4,4.80E-01,4.80E-01,-3.49E-04,...........
65325,65869.4,4.80E-01,4.80E-01,-3.48E-04,...........
65326,65870.4,4.80E-01,4.80E-01,-3.45E-04,...........
65327,65871.4,4.80E-01,4.80E-01,-3.43E-04,...........
65328,65872.4,4.80E-01,4.80E-01,-3.47E-04,...........
65329,65873.4,4.80E-01,4.80E-01,-3.45E-04,...........
65330,65874.4,4.80E-01,4.80E-01,-3.47E-04,...........
65331,65875.4,4.80E-01,4.80E-01,-3.45E-04,...........
65332,65876.4,4.80E-01,4.80E-01,-3.40E-04,...........
65333,65877.4,4.80E-01,4.80E-01,-3.46E-04,...........
65334,65878.5,4.80E-01,4.80E-01,-3.47E-04,...........
65335,65879.5,4.80E-01,4.80E-01,-3.46E-04,...........
65336,65880.5,4.80E-01,4.80E-01,-3.46E-04,...........
65337,65881.5,4.80E-01,4.80E-01,-3.47E-04,...........
65338,65882.5,4.80E-01,4.80E-01,-3.47E-04,...........
65339,65883.5,4.80E-01,4.80E-01,-3.47E-04,...........
65340,65884.5,4.80E-01,4.80E-01,-3.52E-04,...........
65341,65885.5,4.80E-01,4.80E-01,-3.49E-04,...........
65342,65886.5,4.80E-01,4.80E-01,-3.52E-04,...........
65343,65887.5,4.80E-01,4.80E-01,-3.48E-04,...........
65344,65888.5,4.80E-01,4.80E-01,-3.49E-04,...........
65345,65889.5,4.80E-01,4.80E-01,-3.46E-04,...........
65346,65890.5,4.80E-01,4.80E-01,-3.48E-04,...........
65347,65891.6,4.80E-01,4.80E-01,-3.45E-04,...........
65348,65892.6,4.80E-01,4.80E-01,-3.47E-04,...........
65349,65893.6,4.80E-01,4.80E-01,-3.44E-04,...........
65350,65894.6,4.80E-01,4.80E-01,-3.49E-04,...........
65351,65895.6,4.80E-01,4.80E-01,-3.52E-04,...........
65352,65896.6,4.80E-01,4.80E-01,-3.45E-04,...........
65353,65897.6,4.80E-01,4.80E-01,-3.44E-04,...........
65354,65898.6,4.80E-01,4.80E-01,-3.45E-04,...........
65355,65899.6,4.80E-01,4.80E-01,-3.48E-04,...........
65356,65900.6,4.80E-01,4.80E-01,-3.43E-04,...........
65357,65901.6,4.80E-01,4.80E-01,-3.41E-04,...........
65358,65902.6,4.80E-01,4.80E-01,-3.41E-04,...........
65359,65903.7,4.80E-01,4.80E-01,-3.42E-04,...........
65360,65904.7,4.80E-01,4.80E-01,-3.46E-04,...........
65361,65905.7,4.80E-01,4.80E-01,-3.45E-04,...........
65362,65906.7,4.80E-01,4.80E-01,-3.42E-04,...........
65363,65907.7,4.80E-01,4.80E-01,-3.47E-04,...........
65364,65908.7,4.80E-01,4.80E-01,-3.44E-04,...........
65365,65909.7,4.80E-01,4.80E-01,-3.49E-04,...........
65366,65910.7,4.80E-01,4.80E-01,-3.42E-04,...........
65367,65911.7,4.80E-01,4.80E-01,-3.52E-04,...........
65368,65912.7,4.80E-01,4.80E-01,-3.45E-04,...........
65369,65913.7,4.80E-01,4.80E-01,-3.44E-04,...........
65370,65914.8,4.80E-01,4.80E-01,-3.42E-04,...........
65371,65915.8,4.80E-01,4.80E-01,-3.42E-04,...........
65372,65916.8,4.80E-01,4.80E-01,-3.42E-04,...........
65373,65917.8,4.80E-01,4.80E-01,-3.42E-04,...........
65374,65918.8,4.80E-01,4.80E-01,-3.40E-04,...........
65375,65919.8,4.80E-01,4.80E-01,-3.47E-04,...........
65376,65920.8,4.80E-01,4.80E-01,-3.45E-04,...........
65377,65921.8,4.80E-01,4.80E-01,-3.48E-04,...........
65378,65922.8,4.80E-01,4.80E-01,-3.43E-04,...........
65379,65923.8,4.80E-01,4.80E-01,-3.48E-04,...........
65380,65924.8,4.80E-01,4.80E-01,-3.55E-04,...........
65381,65925.8,4.80E-01,4.80E-01,-3.44E-04,...........
65382,65926.9,4.80E-01,4.80E-01,-3.47E-04,...........
65383,65927.9,4.80E-01,4.80E-01,-3.44E-04,...........
65384,65928.9,4.80E-01,4.80E-01,-3.43E-04,...........
65385,65929.9,4.80E-01,4.80E-01,-3.48E-04,...........
65386,65930.9,4.80E-01,4.80E-01,-3.48E-04,...........
65387,65931.9,4.80E-01,4.80E-01,-3.45E-04,...........
65388,65932.9,4.80E-01,4.80E-01,-3.48E-04,...........
65389,65933.9,4.80E-01,4.80E-01,-3.44E-04,...........
65390,65934.9,4.80E-01,4.80E-01,-3.44E-04,...........
65391,65935.9,4.80E-01,4.80E-01,-3.41E-04,...........
65392,65936.9,4.80E-01,4.80E-01,-3.50E-04,...........
65393,65937.9,4.80E-01,4.80E-01,-3.50E-04,...........
65394,65939,4.80E-01,4.80E-01,-3.45E-04,...........
65395,65940,4.80E-01,4.80E-01,-3.45E-04,...........
65396,65941,4.80E-01,4.80E-01,-3.38E-04,...........
65397,65942,4.80E-01,4.80E-01,-3.46E-04,...........
65398,65943,4.80E-01,4.80E-01,-3.44E-04,...........
65399,65944,4.80E-01,4.80E-01,-3.44E-04,...........
65400,65945,4.80E-01,4.80E-01,-3.43E-04,...........
65401,65946,4.80E-01,4.80E-01,-3.43E-04,...........
65402,65947,4.80E-01,4.80E-01,-3.45E-04,...........
65403,65948,4.80E-01,4.80E-01,-3.43E-04,...........
65404,65949,4.80E-01,4.80E-01,-3.46E-04,...........
65405,65950,4.80E-01,4.80E-01,-3.46E-04,...........
65406,65951,4.80E-01,4.80E-01,-3.49E-04,...........
65407,65952.1,4.80E-01,4.80E-01,-3.41E-04,...........
65408,65953.1,4.80E-01,4.80E-01,-3.43E-04,...........
65409,65954.1,4.80E-01,4.80E-01,-3.39E-04,...........
65410,65955.1,4.80E-01,4.80E-01,-3.41E-04,...........
65411,65956.1,4.80E-01,4.80E-01,-3.41E-04,...........
65412,65957.1,4.80E-01,4.80E-01,-3.41E-04,...........
65413,65958.1,4.80E-01,4.80E-01,-3.47E-04,...........
65414,65959.1,4.80E-01,4.80E-01,-3.45E-04,...........
65415,65960.1,4.80E-01,4.80E-01,-3.43E-04,...........
65416,65961.1,4.80E-01,4.80E-01,-3.43E-04,...........
65417,65962.1,4.80E-01,4.80E-01,-3.42E-04,...........
65418,65963.1,4.80E-01,4.80E-01,-3.43E-04,...........
65419,65964.2,4.80E-01,4.80E-01,-3.45E-04,...........
65420,65965.2,4.80E-01,4.80E-01,-3.42E-04,...........
65421,65966.2,4.80E-01,4.80E-01,-3.39E-04,...........
65422,65967.2,4.80E-01,4.80E-01,-3.39E-04,...........
65423,65968.2,4.80E-01,4.80E-01,-3.42E-04,...........
65424,65969.2,4.80E-01,4.80E-01,-3.36E-04,...........
65425,65970.2,4.80E-01,4.80E-01,-3.40E-04,...........
65426,65971.2,4.80E-01,4.80E-01,-3.38E-04,...........
65427,65972.2,4.80E-01,4.80E-01,-3.44E-04,...........
65428,65973.2,4.80E-01,4.80E-01,-3.37E-04,...........
65429,65974.2,4.80E-01,4.80E-01,-3.37E-04,...........
65430,65975.3,4.80E-01,4.80E-01,-3.44E-04,...........
65431,65976.3,4.80E-01,4.80E-01,-3.47E-04,...........
65432,65977.3,4.80E-01,4.80E-01,-3.43E-04,...........
65433,65978.3,4.80E-01,4.80E-01,-3.43E-04,...........
65434,65979.3,4.80E-01,4.80E-01,-3.41E-04,...........
65435,65980.3,4.80E-01,4.80E-01,-3.46E-04,...........
65436,65981.3,4.80E-01,4.80E-01,-3.46E-04,...........
65437,65982.3,4.80E-01,4.80E-01,-3.42E-04,...........
65438,65983.3,4.80E-01,4.80E-01,-3.42E-04,...........
65439,65984.3,4.80E-01,4.80E-01,-3.38E-04,...........
65440,65985.3,4.80E-01,4.80E-01,-3.39E-04,...........
65441,65986.3,4.80E-01,4.80E-01,-3.39E-04,...........
65442,65987.4,4.80E-01,4.80E-01,-3.37E-04,...........
65443,65988.4,4.80E-01,4.80E-01,-3.35E-04,...........
65444,65989.4,4.80E-01,4.80E-01,-3.42E-04,...........
65445,65990.4,4.80E-01,4.80E-01,-3.42E-04,...........
65446,65991.4,4.80E-01,4.80E-01,-3.42E-04,...........
65447,65992.4,4.80E-01,4.80E-01,-3.43E-04,...........
65448,65993.4,4.80E-01,4.80E-01,-3.43E-04,...........
65449,65994.4,4.80E-01,4.80E-01,-3.40E-04,...........
65450,65995.4,4.80E-01,4.80E-01,-3.42E-04,...........
65451,65996.4,4.80E-01,4.80E-01,-3.43E-04,...........
65452,65997.4,4.80E-01,4.80E-01,-3.41E-04,...........
65453,65998.4,4.80E-01,4.80E-01,-3.43E-04,...........
65454,65999.5,4.80E-01,4.80E-01,-3.37E-04,...........
65455,66000.5,4.80E-01,4.80E-01,-3.38E-04,...........
65456,66001.5,4.80E-01,4.80E-01,-3.39E-04,...........
65457,66002.5,4.80E-01,4.80E-01,-3.38E-04,...........
65458,66003.5,4.80E-01,4.80E-01,-3.37E-04,...........
65459,66004.5,4.80E-01,4.80E-01,-3.34E-04,...........
65460,66005.5,4.80E-01,4.80E-01,-3.38E-04,...........
65461,66006.5,4.80E-01,4.80E-01,-3.37E-04,...........
65462,66007.5,4.80E-01,4.80E-01,-3.42E-04,...........
65463,66008.5,4.80E-01,4.80E-01,-3.39E-04,...........
65464,66009.5,4.80E-01,4.80E-01,-3.42E-04,...........
65465,66010.5,4.80E-01,4.80E-01,-3.34E-04,...........
65466,66011.5,4.80E-01,4.80E-01,-3.38E-04,...........
65467,66012.6,4.80E-01,4.80E-01,-3.41E-04,...........
65468,66013.6,4.80E-01,4.80E-01,-3.40E-04,...........
65469,66014.6,4.80E-01,4.80E-01,-3.38E-04,...........
65470,66015.6,4.80E-01,4.80E-01,-3.40E-04,...........
65471,66016.6,4.80E-01,4.80E-01,-3.38E-04,...........
65472,66017.6,4.80E-01,4.80E-01,-3.38E-04,...........
65473,66018.6,4.80E-01,4.80E-01,-3.41E-04,...........
65474,66019.6,4.80E-01,4.80E-01,-3.41E-04,...........
65475,66020.6,4.80E-01,4.80E-01,-3.41E-04,...........
65476,66021.6,4.80E-01,4.80E-01,-3.41E-04,...........
65477,66022.6,4.80E-01,4.80E-01,-3.42E-04,...........
65478,66023.6,4.80E-01,4.80E-01,-3.41E-04,...........
65479,66024.7,4.80E-01,4.80E-01,-3.40E-04,...........
65480,66025.7,4.80E-01,4.80E-01,-3.44E-04,...........
65481,66026.7,4.80E-01,4.80E-01,-3.36E-04,...........
65482,66027.7,4.80E-01,4.80E-01,-3.40E-04,...........
65483,66028.7,4.80E-01,4.80E-01,-3.41E-04,...........
65484,66029.7,4.80E-01,4.80E-01,-3.43E-04,...........
65485,66030.7,4.80E-01,4.80E-01,-3.45E-04,...........
65486,66031.7,4.80E-01,4.80E-01,-3.43E-04,...........
65487,66032.7,4.80E-01,4.80E-01,-3.41E-04,...........
65488,66033.7,4.80E-01,4.80E-01,-3.40E-04,...........
65489,66034.7,4.80E-01,4.80E-01,-3.41E-04,...........
65490,66035.8,4.80E-01,4.80E-01,-3.39E-04,...........
65491,66036.8,4.80E-01,4.80E-01,-3.35E-04,...........
65492,66037.8,4.80E-01,4.80E-01,-3.38E-04,...........
65493,66038.8,4.80E-01,4.80E-01,-3.43E-04,...........
65494,66039.8,4.80E-01,4.80E-01,-3.44E-04,...........
65495,66040.8,4.80E-01,4.80E-01,-3.42E-04,...........
65496,66041.8,4.80E-01,4.80E-01,-3.38E-04,...........
65497,66042.8,4.80E-01,4.80E-01,-3.36E-04,...........
65498,66043.8,4.80E-01,4.80E-01,-3.35E-04,...........
65499,66044.8,4.80E-01,4.80E-01,-3.35E-04,...........
65500,66045.8,4.80E-01,4.80E-01,-3.41E-04,...........
65501,66046.8,4.80E-01,4.80E-01,-3.42E-04,...........
65502,66047.9,4.80E-01,4.80E-01,-3.36E-04,...........
65503,66048.9,4.80E-01,4.80E-01,-3.40E-04,...........
65504,66049.9,4.80E-01,4.80E-01,-3.44E-04,...........
65505,66050.9,4.80E-01,4.80E-01,-3.46E-04,...........
65506,66051.9,4.80E-01,4.80E-01,-3.45E-04,...........
65507,66052.9,4.80E-01,4.80E-01,-3.44E-04,...........
65508,66053.9,4.80E-01,4.80E-01,-3.46E-04,...........
65509,66054.9,4.80E-01,4.80E-01,-3.46E-04,...........
65510,66055.9,4.80E-01,4.80E-01,-3.40E-04,...........
65511,66056.9,4.80E-01,4.80E-01,-3.41E-04,...........
65512,66057.9,4.80E-01,4.80E-01,-3.44E-04,...........
65513,66058.9,4.80E-01,4.80E-01,-3.44E-04,...........
65514,66060,4.80E-01,4.80E-01,-3.45E-04,...........
65515,66061,4.80E-01,4.80E-01,-3.44E-04,...........
65516,66062,4.80E-01,4.80E-01,-3.41E-04,...........
65517,66063,4.80E-01,4.80E-01,-3.43E-04,...........
65518,66064,4.80E-01,4.80E-01,-3.46E-04,...........
65519,66065,4.80E-01,4.80E-01,-3.44E-04,...........
65520,66066,4.80E-01,4.80E-01,-3.48E-04,...........
65521,66067,4.80E-01,4.80E-01,-3.47E-04,...........
65522,66068,4.80E-01,4.80E-01,-3.41E-04,...........
65523,66069,4.80E-01,4.80E-01,-3.44E-04,...........
65524,66070,4.80E-01,4.80E-01,-3.47E-04,...........
65525,66071,4.80E-01,4.80E-01,-3.45E-04,...........
65526,66072,4.80E-01,4.80E-01,-3.48E-04,...........
65527,66073.1,4.80E-01,4.80E-01,-3.45E-04,...........
65528,66074.1,4.80E-01,4.80E-01,-3.48E-04,...........
65529,66075.1,4.80E-01,4.80E-01,-3.41E-04,...........
65530,66076.1,4.80E-01,4.80E-01,-3.47E-04,...........
65531,66077.1,4.80E-01,4.80E-01,-3.49E-04,...........
65532,66078.1,4.80E-01,4.80E-01,-3.46E-04,...........
65533,66079.1,4.80E-01,4.80E-01,-3.41E-04,...........
65534,66080.1,4.80E-01,4.80E-01,-3.42E-04,...........
65535,66081.1,4.80E-01,4.80E-01,-3.48E-04,...........
65536,66082.1,4.80E-01,4.80E-01,-3.47E-04,...........
65537,66083.1,4.80E-01,4.80E-01,-3.43E-04,...........
65538,66084.1,4.80E-01,4.80E-01,-3.45E-04,...........
65539,66085.2,4.80E-01,4.80E-01,-3.45E-04,...........
65540,66086.2,4.80E-01,4.80E-01,-3.40E-04,...........
65541,66087.2,4.80E-01,4.80E-01,-3.47E-04,...........
65542,66088.2,4.80E-01,4.80E-01,-3.38E-04,...........
65543,66089.2,4.80E-01,4.80E-01,-3.40E-04,...........
65544,66090.2,4.80E-01,4.80E-01,-3.42E-04,...........
65545,66091.2,4.80E-01,4.80E-01,-3.44E-04,...........
65546,66092.2,4.80E-01,4.80E-01,-3.43E-04,...........
65547,66093.2,4.80E-01,4.80E-01,-3.41E-04,...........
65548,66094.2,4.80E-01,4.80E-01,-3.48E-04,...........
65549,66095.2,4.80E-01,4.80E-01,-3.43E-04,...........
65550,66096.3,4.80E-01,4.80E-01,-3.46E-04,...........
65551,66097.3,4.80E-01,4.80E-01,-3.39E-04,...........
65552,66098.3,4.80E-01,4.81E-01,-3.38E-04,...........
65553,66099.3,4.80E-01,4.81E-01,-3.40E-04,...........
65554,66100.3,4.80E-01,4.81E-01,-3.43E-04,...........
65555,66101.3,4.80E-01,4.81E-01,-3.46E-04,...........
65556,66102.3,4.81E-01,4.81E-01,-3.42E-04,...........
65557,66103.3,4.81E-01,4.81E-01,-3.45E-04,...........
65558,66104.3,4.81E-01,4.81E-01,-3.36E-04,...........
65559,66105.3,4.81E-01,4.81E-01,-3.42E-04,...........
65560,66106.3,4.81E-01,4.81E-01,-3.44E-04,...........
65561,66107.3,4.81E-01,4.81E-01,-3.39E-04,...........
65562,66108.4,4.81E-01,4.81E-01,-3.40E-04,...........
65563,66109.4,4.81E-01,4.81E-01,-3.43E-04,...........
65564,66110.4,4.81E-01,4.81E-01,-3.37E-04,...........
65565,66111.4,4.81E-01,4.81E-01,-3.41E-04,...........
65566,66112.4,4.81E-01,4.81E-01,-3.39E-04,...........
65567,66113.4,4.81E-01,4.81E-01,-3.45E-04,...........
65568,66114.4,4.81E-01,4.81E-01,-3.45E-04,...........
65569,66115.4,4.81E-01,4.81E-01,-3.41E-04,...........
65570,66116.4,4.81E-01,4.81E-01,-3.39E-04,...........
65571,66117.4,4.81E-01,4.81E-01,-3.41E-04,...........
65572,66118.4,4.81E-01,4.81E-01,-3.42E-04,...........
65573,66119.4,4.81E-01,4.81E-01,-3.34E-04,...........
65574,66120.5,4.81E-01,4.81E-01,-3.46E-04,...........
65575,66121.5,4.81E-01,4.81E-01,-3.39E-04,...........
65576,66122.5,4.81E-01,4.81E-01,-3.44E-04,...........
65577,66123.5,4.81E-01,4.81E-01,-3.45E-04,...........
65578,66124.5,4.81E-01,4.81E-01,-3.43E-04,...........
65579,66125.5,4.81E-01,4.81E-01,-3.42E-04,...........
65580,66126.5,4.81E-01,4.81E-01,-3.47E-04,...........
65581,66127.5,4.81E-01,4.81E-01,-3.44E-04,...........
65582,66128.5,4.81E-01,4.81E-01,-3.43E-04,...........
65583,66129.5,4.81E-01,4.81E-01,-3.42E-04,...........
65584,66130.5,4.81E-01,4.81E-01,-3.40E-04,...........
65585,66131.5,4.81E-01,4.81E-01,-3.45E-04,...........
65586,66132.5,4.81E-01,4.81E-01,-3.44E-04,...........
65587,66133.6,4.81E-01,4.81E-01,-3.43E-04,...........
65588,66134.6,4.81E-01,4.81E-01,-3.42E-04,...........
65589,66135.6,4.81E-01,4.81E-01,-3.45E-04,...........
65590,66136.6,4.81E-01,4.81E-01,-3.40E-04,...........
65591,66137.6,4.81E-01,4.81E-01,-3.42E-04,...........
65592,66138.6,4.81E-01,4.81E-01,-3.43E-04,...........
65593,66139.6,4.81E-01,4.81E-01,-3.40E-04,...........
65594,66140.6,4.81E-01,4.81E-01,-3.40E-04,...........
65595,66141.6,4.81E-01,4.81E-01,-3.46E-04,...........
65596,66142.6,4.81E-01,4.81E-01,-3.47E-04,...........
65597,66143.6,4.81E-01,4.81E-01,-3.38E-04,...........
65598,66144.6,4.81E-01,4.81E-01,-3.44E-04,...........
65599,66145.7,4.81E-01,4.81E-01,-3.39E-04,...........
65600,66146.7,4.81E-01,4.81E-01,-3.40E-04,...........
65601,66147.7,4.81E-01,4.81E-01,-3.39E-04,...........
65602,66148.7,4.81E-01,4.81E-01,-3.41E-04,...........
65603,66149.7,4.81E-01,4.81E-01,-3.46E-04,...........
65604,66150.7,4.81E-01,4.81E-01,-3.41E-04,...........
65605,66151.7,4.81E-01,4.81E-01,-3.42E-04,...........
65606,66152.7,4.81E-01,4.81E-01,-3.45E-04,...........
65607,66153.7,4.81E-01,4.81E-01,-3.45E-04,...........
65608,66154.7,4.81E-01,4.81E-01,-3.43E-04,...........
65609,66155.7,4.81E-01,4.81E-01,-3.42E-04,...........
65610,66156.8,4.81E-01,4.81E-01,-3.40E-04,...........
65611,66157.8,4.81E-01,4.81E-01,-3.46E-04,...........
65612,66158.8,4.81E-01,4.81E-01,-3.43E-04,...........
65613,66159.8,4.81E-01,4.81E-01,-3.46E-04,...........
65614,66160.8,4.81E-01,4.81E-01,-3.44E-04,...........
65615,66161.8,4.81E-01,4.81E-01,-3.47E-04,...........
65616,66162.8,4.81E-01,4.81E-01,-3.40E-04,...........
65617,66163.8,4.81E-01,4.81E-01,-3.45E-04,...........
65618,66164.8,4.81E-01,4.81E-01,-3.46E-04,...........
65619,66165.8,4.81E-01,4.81E-01,-3.42E-04,...........
65620,66166.8,4.81E-01,4.81E-01,-3.43E-04,...........
65621,66167.8,4.81E-01,4.81E-01,-3.48E-04,...........
65622,66168.9,4.81E-01,4.81E-01,-3.43E-04,...........
65623,66169.9,4.81E-01,4.81E-01,-3.47E-04,...........
65624,66170.9,4.81E-01,4.81E-01,-3.43E-04,...........
65625,66171.9,4.81E-01,4.81E-01,-3.38E-04,...........
65626,66172.9,4.81E-01,4.81E-01,-3.38E-04,...........
65627,66173.9,4.81E-01,4.81E-01,-3.43E-04,...........
65628,66174.9,4.81E-01,4.81E-01,-3.49E-04,...........
65629,66175.9,4.81E-01,4.81E-01,-3.43E-04,...........
65630,66176.9,4.81E-01,4.81E-01,-3.42E-04,...........
65631,66177.9,4.81E-01,4.81E-01,-3.44E-04,...........
65632,66178.9,4.81E-01,4.81E-01,-3.43E-04,...........
65633,66179.9,4.81E-01,4.81E-01,-3.42E-04,...........
65634,66181,4.81E-01,4.81E-01,-3.42E-04,...........
65635,66182,4.81E-01,4.81E-01,-3.43E-04,...........
65636,66183,4.81E-01,4.81E-01,-3.47E-04,...........
65637,66184,4.81E-01,4.81E-01,-3.47E-04,...........
65638,66185,4.81E-01,4.81E-01,-3.47E-04,...........
65639,66186,4.81E-01,4.81E-01,-3.48E-04,...........
65640,66187,4.81E-01,4.81E-01,-3.49E-04,...........
65641,66188,4.81E-01,4.81E-01,-3.51E-04,...........
65642,66189,4.81E-01,4.81E-01,-3.46E-04,...........
65643,66190,4.81E-01,4.81E-01,-3.47E-04,...........
65644,66191,4.81E-01,4.81E-01,-3.42E-04,...........
65645,66192,4.81E-01,4.81E-01,-3.41E-04,...........
65646,66193,4.81E-01,4.81E-01,-3.41E-04,...........
65647,66194.1,4.81E-01,4.81E-01,-3.42E-04,...........
65648,66195.1,4.81E-01,4.81E-01,-3.47E-04,...........
65649,66196.1,4.81E-01,4.81E-01,-3.44E-04,...........
65650,66197.1,4.81E-01,4.81E-01,-3.42E-04,...........
65651,66198.1,4.81E-01,4.81E-01,-3.45E-04,...........
65652,66199.1,4.81E-01,4.81E-01,-3.42E-04,...........
65653,66200.1,4.81E-01,4.81E-01,-3.44E-04,...........
65654,66201.1,4.81E-01,4.81E-01,-3.48E-04,...........
65655,66202.1,4.81E-01,4.81E-01,-3.47E-04,...........
65656,66203.1,4.81E-01,4.81E-01,-3.40E-04,...........
65657,66204.1,4.81E-01,4.81E-01,-3.43E-04,...........
65658,66205.1,4.81E-01,4.81E-01,-3.41E-04,...........
65659,66206.2,4.81E-01,4.81E-01,-3.44E-04,...........
65660,66207.2,4.81E-01,4.81E-01,-3.42E-04,...........
65661,66208.2,4.81E-01,4.81E-01,-3.40E-04,...........
65662,66209.2,4.81E-01,4.81E-01,-3.42E-04,...........
65663,66210.2,4.81E-01,4.81E-01,-3.42E-04,...........
65664,66211.2,4.81E-01,4.81E-01,-3.43E-04,...........
65665,66212.2,4.81E-01,4.81E-01,-3.44E-04,...........
65666,66213.2,4.81E-01,4.81E-01,-3.42E-04,...........
65667,66214.2,4.81E-01,4.81E-01,-3.43E-04,...........
65668,66215.2,4.81E-01,4.81E-01,-3.39E-04,...........
65669,66216.2,4.81E-01,4.81E-01,-3.38E-04,...........
65670,66217.3,4.81E-01,4.81E-01,-3.40E-04,...........
65671,66218.3,4.81E-01,4.81E-01,-3.48E-04,...........
65672,66219.3,4.81E-01,4.81E-01,-3.43E-04,...........
65673,66220.3,4.81E-01,4.81E-01,-3.46E-04,...........
65674,66221.3,4.81E-01,4.81E-01,-3.45E-04,...........
65675,66222.3,4.81E-01,4.81E-01,-3.39E-04,...........
65676,66223.3,4.81E-01,4.81E-01,-3.48E-04,...........
65677,66224.3,4.81E-01,4.81E-01,-3.43E-04,...........
65678,66225.3,4.81E-01,4.81E-01,-3.44E-04,...........
65679,66226.3,4.81E-01,4.81E-01,-3.43E-04,...........
65680,66227.3,4.81E-01,4.81E-01,-3.45E-04,...........
65681,66228.3,4.81E-01,4.81E-01,-3.47E-04,...........
65682,66229.4,4.81E-01,4.81E-01,-3.50E-04,...........
65683,66230.4,4.81E-01,4.81E-01,-3.47E-04,...........
65684,66231.4,4.81E-01,4.81E-01,-3.45E-04,...........
65685,66232.4,4.81E-01,4.81E-01,-3.43E-04,...........
65686,66233.4,4.81E-01,4.81E-01,-3.41E-04,...........
65687,66234.4,4.81E-01,4.81E-01,-3.42E-04,...........
65688,66235.4,4.81E-01,4.81E-01,-3.45E-04,...........
65689,66236.4,4.81E-01,4.81E-01,-3.43E-04,...........
65690,66237.4,4.81E-01,4.81E-01,-3.43E-04,...........
65691,66238.4,4.81E-01,4.81E-01,-3.40E-04,...........
65692,66239.4,4.81E-01,4.81E-01,-3.41E-04,...........
65693,66240.4,4.81E-01,4.81E-01,-3.45E-04,...........
65694,66241.5,4.81E-01,4.81E-01,-3.36E-04,...........
65695,66242.5,4.81E-01,4.81E-01,-3.41E-04,...........
65696,66243.5,4.81E-01,4.81E-01,-3.42E-04,...........
65697,66244.5,4.81E-01,4.81E-01,-3.41E-04,...........
65698,66245.5,4.81E-01,4.81E-01,-3.43E-04,...........
65699,66246.5,4.81E-01,4.81E-01,-3.49E-04,...........
65700,66247.5,4.81E-01,4.81E-01,-3.40E-04,...........
65701,66248.5,4.81E-01,4.81E-01,-3.42E-04,...........
65702,66249.5,4.81E-01,4.81E-01,-3.42E-04,...........
65703,66250.5,4.81E-01,4.81E-01,-3.41E-04,...........
65704,66251.5,4.81E-01,4.81E-01,-3.45E-04,...........
65705,66252.5,4.81E-01,4.81E-01,-3.40E-04,...........
65706,66253.5,4.81E-01,4.81E-01,-3.43E-04,...........
65707,66254.6,4.81E-01,4.81E-01,-3.39E-04,...........
65708,66255.6,4.81E-01,4.81E-01,-3.41E-04,...........
65709,66256.6,4.81E-01,4.81E-01,-3.39E-04,...........
65710,66257.6,4.81E-01,4.81E-01,-3.43E-04,...........
65711,66258.6,4.81E-01,4.81E-01,-3.43E-04,...........
65712,66259.6,4.81E-01,4.81E-01,-3.43E-04,...........
65713,66260.6,4.81E-01,4.81E-01,-3.47E-04,...........
65714,66261.6,4.81E-01,4.81E-01,-3.44E-04,...........
65715,66262.6,4.81E-01,4.81E-01,-3.44E-04,...........
65716,66263.6,4.81E-01,4.81E-01,-3.41E-04,...........
65717,66264.6,4.81E-01,4.81E-01,-3.40E-04,...........
65718,66265.6,4.81E-01,4.81E-01,-3.41E-04,...........
65719,66266.7,4.81E-01,4.81E-01,-3.39E-04,...........
65720,66267.7,4.81E-01,4.81E-01,-3.45E-04,...........
65721,66268.7,4.81E-01,4.81E-01,-3.42E-04,...........
65722,66269.7,4.81E-01,4.81E-01,-3.36E-04,...........
65723,66270.7,4.81E-01,4.81E-01,-3.47E-04,...........
65724,66271.7,4.81E-01,4.81E-01,-3.42E-04,...........
65725,66272.7,4.81E-01,4.81E-01,-3.43E-04,...........
65726,66273.7,4.81E-01,4.81E-01,-3.45E-04,...........
65727,66274.7,4.81E-01,4.81E-01,-3.43E-04,...........
65728,66275.7,4.81E-01,4.81E-01,-3.49E-04,...........
65729,66276.7,4.81E-01,4.81E-01,-3.44E-04,...........
65730,66277.8,4.81E-01,4.81E-01,-3.44E-04,...........
